dt_hour,user_id,adm_cd2,wearing,hr_bpm,stress_0_1
2025-09-03 12:00:00,1111051500_0000,1111051500,1,76.8718118363715,0.5476006962161653
2025-09-03 12:00:00,1111051500_0001,1111051500,0,,
2025-09-03 12:00:00,1111051500_0002,1111051500,1,73.59501316826298,0.3809385518958553
2025-09-03 12:00:00,1111051500_0003,1111051500,1,77.87127625464606,0.48716381744938486
2025-09-03 12:00:00,1111051500_0004,1111051500,1,72.26296976669694,0.37332490672448126
2025-09-03 12:00:00,1111053000_0000,1111053000,1,68.22996423365979,0.3847081486385009
2025-09-03 12:00:00,1111053000_0001,1111053000,1,72.22742703452549,0.4279363848322762
2025-09-03 12:00:00,1111053000_0002,1111053000,1,75.02629227602031,0.2626896392584157
2025-09-03 12:00:00,1111053000_0003,1111053000,1,73.70632455517627,0.2922126205225037
2025-09-03 12:00:00,1111053000_0004,1111053000,0,,
2025-09-03 12:00:00,1111054000_0000,1111054000,1,68.32991094142237,0.3282376587424598
2025-09-03 12:00:00,1111054000_0001,1111054000,1,57.74934518727419,0.43773861128266983
2025-09-03 12:00:00,1111054000_0002,1111054000,1,56.23153245130126,0.36108626698128704
2025-09-03 12:00:00,1111054000_0003,1111054000,1,65.70685147393276,0.475481315864282
2025-09-03 12:00:00,1111054000_0004,1111054000,1,67.60121314455161,0.33114518385158587
2025-09-03 12:00:00,1111055000_0000,1111055000,1,86.84428896762124,0.5874217013516555
2025-09-03 12:00:00,1111055000_0001,1111055000,1,78.01216014976849,0.5284897485569694
2025-09-03 12:00:00,1111055000_0002,1111055000,1,75.83744806348082,0.34986043008861717
2025-09-03 12:00:00,1111055000_0003,1111055000,1,54.3209610834855,0.4521087544571998
2025-09-03 12:00:00,1111055000_0004,1111055000,1,80.44967936243013,0.2686102251971544
2025-09-03 12:00:00,1111056000_0000,1111056000,1,69.13864958310198,0.21652488962235647
2025-09-03 12:00:00,1111056000_0001,1111056000,1,78.98323899956202,0.32465075637748575
2025-09-03 12:00:00,1111056000_0002,1111056000,1,64.5204324458679,0.2902361550706922
2025-09-03 12:00:00,1111056000_0003,1111056000,1,82.60987839418313,0.39844428290219847
2025-09-03 12:00:00,1111056000_0004,1111056000,1,74.30997530179498,0.4106408396905732
2025-09-03 12:00:00,1111057000_0000,1111057000,1,62.54812307982533,0.325117400351429
2025-09-03 12:00:00,1111057000_0001,1111057000,0,,
2025-09-03 12:00:00,1111057000_0002,1111057000,1,49.88883060966969,0.3088911590450377
2025-09-03 12:00:00,1111057000_0003,1111057000,1,68.87113880777409,0.5171584059202264
2025-09-03 12:00:00,1111057000_0004,1111057000,0,,
2025-09-03 12:00:00,1111058000_0000,1111058000,1,53.29584855875632,0.3112509646612113
2025-09-03 12:00:00,1111058000_0001,1111058000,1,53.54652750308347,0.3168837390716872
2025-09-03 12:00:00,1111058000_0002,1111058000,1,64.11481988283727,0.39418894061358317
2025-09-03 12:00:00,1111058000_0003,1111058000,0,,
2025-09-03 12:00:00,1111058000_0004,1111058000,1,73.61202367890861,0.480531488530787
2025-09-03 12:00:00,1111060000_0000,1111060000,0,,
2025-09-03 12:00:00,1111060000_0001,1111060000,1,74.32956941522023,0.46090941245749434
2025-09-03 12:00:00,1111060000_0002,1111060000,1,70.07127081427944,0.3778442413183224
2025-09-03 12:00:00,1111060000_0003,1111060000,1,71.16007972418393,0.33316359718009214
2025-09-03 12:00:00,1111060000_0004,1111060000,1,75.61398707663126,0.558502773913152
2025-09-03 12:00:00,1111061500_0000,1111061500,1,66.33252347667079,0.39045026700351027
2025-09-03 12:00:00,1111061500_0001,1111061500,1,66.2334932494684,0.3335890371877755
2025-09-03 12:00:00,1111061500_0002,1111061500,1,72.09182615921694,0.4807756950616491
2025-09-03 12:00:00,1111061500_0003,1111061500,1,66.02324262445742,0.3633627389473881
2025-09-03 12:00:00,1111061500_0004,1111061500,1,56.06319477399845,0.28725689599044035
2025-09-03 12:00:00,1111063000_0000,1111063000,1,73.50527667723094,0.31782408956971836
2025-09-03 12:00:00,1111063000_0001,1111063000,0,,
2025-09-03 12:00:00,1111063000_0002,1111063000,1,74.45106220329012,0.37035680869346616
2025-09-03 12:00:00,1111063000_0003,1111063000,1,67.71723469660428,0.5511032347188448
2025-09-03 12:00:00,1111063000_0004,1111063000,1,66.18405934030908,0.49909989591684517
2025-09-03 12:00:00,1111064000_0000,1111064000,1,55.08234310512534,0.38168233331291657
2025-09-03 12:00:00,1111064000_0001,1111064000,1,67.59654288126507,0.4628333065801045
2025-09-03 12:00:00,1111064000_0002,1111064000,1,69.82262889014224,0.4516043132654522
2025-09-03 12:00:00,1111064000_0003,1111064000,1,72.23265134322214,0.5697020061603619
2025-09-03 12:00:00,1111064000_0004,1111064000,1,67.45640670865902,0.3098325386530958
2025-09-03 12:00:00,1111065000_0000,1111065000,1,76.98497156713326,0.5490430903034459
2025-09-03 12:00:00,1111065000_0001,1111065000,1,71.82043470455002,0.47743452643084067
2025-09-03 12:00:00,1111065000_0002,1111065000,1,73.81871016971954,0.4436639858507713
2025-09-03 12:00:00,1111065000_0003,1111065000,1,78.9473825896582,0.36108003324821797
2025-09-03 12:00:00,1111065000_0004,1111065000,1,64.84247470448395,0.47689738162083833
2025-09-03 12:00:00,1111067000_0000,1111067000,1,77.91100929990789,0.6055404766019767
2025-09-03 12:00:00,1111067000_0001,1111067000,1,80.1319190541928,0.5245776852650748
2025-09-03 12:00:00,1111067000_0002,1111067000,1,77.40685739693338,0.5069430131160673
2025-09-03 12:00:00,1111067000_0003,1111067000,1,76.66370768911287,0.35798561171180876
2025-09-03 12:00:00,1111067000_0004,1111067000,1,70.7871315651538,0.35727301078224116
2025-09-03 12:00:00,1111068000_0000,1111068000,1,66.67568661351433,0.2398336880359403
2025-09-03 12:00:00,1111068000_0001,1111068000,1,83.54379110751894,0.4802540348705079
2025-09-03 12:00:00,1111068000_0002,1111068000,1,72.51625341594702,0.3747819021650548
2025-09-03 12:00:00,1111068000_0003,1111068000,0,,
2025-09-03 12:00:00,1111068000_0004,1111068000,1,51.48141040110265,0.3629920978458674
2025-09-03 12:00:00,1111069000_0000,1111069000,1,72.87895356505898,0.47193277634176717
