user_id,home_adm_cd2,home_adm_nm,adherence,hr_base,fitness,vulnerability,selfreport_bias
1111051500_0000,1111051500,청운효자동,0.6945122286978236,76.1231312252922,-0.07923723353675378,-0.23546441959561062,-1.1767750504101309
1111051500_0001,1111051500,청운효자동,0.8518199756854706,63.922325236933766,0.263508505343293,-0.4063901752923004,-0.2797014222280273
1111051500_0002,1111051500,청운효자동,0.8122721685752952,72.13596955941802,0.20798297240121388,1.7616064594190513,-1.0029157276412108
1111051500_0003,1111051500,청운효자동,0.7709565057162726,75.61424681508082,0.23960456742687564,-0.3987763357396041,0.13505971452344515
1111051500_0004,1111051500,청운효자동,0.6790693348056932,72.33697052655226,-0.6606323813638987,0.7544780667882753,1.2693502613281982
1111053000_0000,1111053000,사직동,0.787579983562081,68.7591077985798,-0.05056705691079998,0.3404160523668877,-1.688737236235972
1111053000_0001,1111053000,사직동,0.905268415167558,71.08613665059524,0.21867792373194828,0.2906512302310407,-0.0393347416836546
1111053000_0002,1111053000,사직동,0.9042098849193267,71.65699179432018,0.12174313958524192,0.6494431020779289,-1.7364368592101207
1111053000_0003,1111053000,사직동,0.8948199433722958,71.25289156244058,-0.4486986286579982,-1.3409832992415032,0.9437973406701685
1111053000_0004,1111053000,사직동,0.8341596910038908,76.23201334621982,-0.36628469247317547,0.3682354628815445,-0.6011665912144744
1111054000_0000,1111054000,삼청동,0.99,69.76289289383733,0.14025390233928567,-0.33084899174497356,-0.40945120356051223
1111054000_0001,1111054000,삼청동,0.8647140555618192,60.866279337621265,-0.1037780116047524,0.6157555361450809,-0.13549348087448376
1111054000_0002,1111054000,삼청동,0.9090298212225034,60.51294277813335,0.06209383233582227,-0.6396365119536076,0.12095067161202962
1111054000_0003,1111054000,삼청동,0.8901452388305061,62.66260603393205,0.6211877389051631,0.6226570584739634,-0.23890514584021408
1111054000_0004,1111054000,삼청동,0.975830978436529,70.42120049288737,-0.7075302030251835,-0.2548803759127248,1.0638927548183845
1111055000_0000,1111055000,부암동,0.8247718244399304,84.77801967824367,0.4528305651839202,-0.39693404570167823,-1.150894297826266
1111055000_0001,1111055000,부암동,0.933776403531711,75.27460126820542,0.7445900608625875,0.40009919632469576,-0.21869563648836002
1111055000_0002,1111055000,부암동,0.9269816830263905,77.12284997923994,-0.1679979610057553,-1.7385576288023252,-0.34632202421713837
1111055000_0003,1111055000,부암동,0.8359097696229195,56.1351961710374,0.09706794629073429,0.3774080459945299,-0.0003958923724861073
1111055000_0004,1111055000,부암동,0.9477990638793228,74.87600601457392,0.49344970667709886,-0.9656113429357092,-1.7689500197571346
1111056000_0000,1111056000,평창동,0.7745866788666151,68.14602265759825,0.13977597812827844,0.5714544568703647,-0.2728085143160314
1111056000_0001,1111056000,평창동,0.9778791359360592,76.29903559340912,-0.7281711988822588,-1.0435709967126083,0.6171025375849806
1111056000_0002,1111056000,평창동,0.8497580136569797,67.25514613347667,-0.3788225244761447,-0.07301650356139845,1.2492286811735345
1111056000_0003,1111056000,평창동,0.7757366836856824,85.25139197634532,0.4199266749854356,0.5116650447367082,0.33153715827245933
1111056000_0004,1111056000,평창동,0.9001507099346876,71.56756887126764,-0.33856391923123186,0.05343064153884596,1.0952249786126238
1111057000_0000,1111057000,무악동,0.9194993498521904,60.727159414372345,0.029190651389914352,0.7069195581872658,-1.2300481120083666
1111057000_0001,1111057000,무악동,0.8110145748091736,65.42405695475861,-0.6441291454860781,-0.166674694069858,0.814876861430509
