dt,PCP,POP,PTY,REH,SKY,SNO,TMN,TMP,TMX,UUU,VEC,VVV,WAV,WSD
2025-09-03 12:00:00+09:00,,0.0,0.0,40.0,1.0,,,31.0,,-1.9,104.0,0.5,-999.0,2.1
2025-09-03 13:00:00+09:00,,0.0,0.0,35.0,1.0,,,32.0,,-1.5,117.0,0.8,-999.0,1.8
2025-09-03 14:00:00+09:00,,0.0,0.0,40.0,1.0,,,33.0,,-0.9,135.0,1.0,-999.0,1.4
2025-09-03 15:00:00+09:00,,0.0,0.0,40.0,1.0,,,33.0,34.0,-0.2,162.0,0.9,-999.0,0.9
2025-09-03 16:00:00+09:00,,0.0,0.0,40.0,1.0,,,33.0,,0.0,180.0,0.6,-999.0,0.6
2025-09-03 17:00:00+09:00,,0.0,0.0,45.0,1.0,,,32.0,,0.1,198.0,0.3,-999.0,0.3
2025-09-03 18:00:00+09:00,,20.0,0.0,50.0,3.0,,,31.0,,0.1,269.0,0.0,-999.0,0.1
2025-09-03 19:00:00+09:00,,30.0,0.0,65.0,4.0,,,30.0,,-0.2,108.0,0.1,-999.0,0.3
2025-09-03 20:00:00+09:00,,30.0,0.0,65.0,4.0,,,29.0,,-0.5,90.0,0.0,-999.0,0.6
2025-09-03 21:00:00+09:00,,30.0,0.0,70.0,4.0,,,29.0,,-1.0,80.0,-0.2,-999.0,1.1
2025-09-03 22:00:00+09:00,,30.0,0.0,70.0,4.0,,,28.0,,-1.9,99.0,0.3,-999.0,2.0
2025-09-03 23:00:00+09:00,,30.0,0.0,80.0,4.0,,,28.0,,-2.2,107.0,0.7,-999.0,2.4
2025-09-04 00:00:00+09:00,,30.0,0.0,85.0,4.0,,,28.0,,-1.7,114.0,0.8,-999.0,2.0
2025-09-04 01:00:00+09:00,,30.0,0.0,85.0,4.0,,,27.0,,-2.1,105.0,0.6,-999.0,2.3
2025-09-04 02:00:00+09:00,,30.0,0.0,85.0,4.0,,,26.0,,-2.1,103.0,0.5,-999.0,2.3
2025-09-04 03:00:00+09:00,,60.0,1.0,85.0,4.0,,,26.0,,-2.1,100.0,0.4,-999.0,2.2
2025-09-04 04:00:00+09:00,,60.0,1.0,90.0,4.0,,,26.0,,-1.9,90.0,0.0,-999.0,2.0
2025-09-04 05:00:00+09:00,,60.0,1.0,90.0,4.0,,,25.0,,-1.5,76.0,-0.4,-999.0,1.6
2025-09-04 06:00:00+09:00,,60.0,1.0,90.0,4.0,,24.0,25.0,,-1.8,84.0,-0.2,-999.0,1.9
2025-09-04 07:00:00+09:00,,60.0,1.0,90.0,4.0,,,25.0,,-1.5,73.0,-0.5,-999.0,1.7
2025-09-04 08:00:00+09:00,,60.0,1.0,85.0,4.0,,,25.0,,-1.3,86.0,-0.1,-999.0,1.4
2025-09-04 09:00:00+09:00,,30.0,0.0,80.0,4.0,,,26.0,,-1.6,97.0,0.2,-999.0,1.7
2025-09-04 10:00:00+09:00,,60.0,1.0,80.0,4.0,,,26.0,,-0.8,56.0,-0.6,-999.0,1.1
2025-09-04 11:00:00+09:00,,30.0,0.0,80.0,4.0,,,26.0,,-0.8,52.0,-0.7,-999.0,1.1
2025-09-04 12:00:00+09:00,,30.0,0.0,70.0,4.0,,,26.0,,-0.5,37.0,-0.8,-999.0,1.0
2025-09-04 13:00:00+09:00,,30.0,0.0,65.0,4.0,,,27.0,,0.0,5.0,-1.1,-999.0,1.1
2025-09-04 14:00:00+09:00,,30.0,0.0,60.0,4.0,,,28.0,,-0.9,36.0,-1.4,-999.0,1.7
2025-09-04 15:00:00+09:00,,20.0,0.0,55.0,3.0,,,29.0,30.0,-1.2,39.0,-1.6,-999.0,2.1
2025-09-04 16:00:00+09:00,,20.0,0.0,55.0,3.0,,,29.0,,-1.4,40.0,-1.8,-999.0,2.3
2025-09-04 17:00:00+09:00,,20.0,0.0,50.0,3.0,,,29.0,,-1.9,55.0,-1.4,-999.0,2.4
2025-09-04 18:00:00+09:00,,20.0,0.0,55.0,3.0,,,29.0,,-1.2,62.0,-0.7,-999.0,1.5
2025-09-04 19:00:00+09:00,,20.0,0.0,60.0,3.0,,,28.0,,-0.9,59.0,-0.6,-999.0,1.2
2025-09-04 20:00:00+09:00,,20.0,0.0,70.0,3.0,,,27.0,,-1.3,63.0,-0.7,-999.0,1.6
2025-09-04 21:00:00+09:00,,20.0,0.0,75.0,3.0,,,27.0,,-1.6,62.0,-0.9,-999.0,1.9
2025-09-04 22:00:00+09:00,,20.0,0.0,75.0,3.0,,,26.0,,-1.6,60.0,-1.0,-999.0,2.0
2025-09-04 23:00:00+09:00,,20.0,0.0,80.0,3.0,,,26.0,,-1.4,54.0,-1.1,-999.0,1.9
2025-09-05 00:00:00+09:00,,20.0,0.0,80.0,3.0,,,26.0,,-1.1,45.0,-1.2,-999.0,1.7
2025-09-05 01:00:00+09:00,,20.0,0.0,85.0,3.0,,,25.0,,-1.0,43.0,-1.2,-999.0,1.6
2025-09-05 02:00:00+09:00,,20.0,0.0,85.0,3.0,,,25.0,,-1.0,43.0,-1.2,-999.0,1.6
2025-09-05 03:00:00+09:00,,20.0,0.0,85.0,3.0,,,25.0,,-1.1,50.0,-1.0,-999.0,1.6
2025-09-05 04:00:00+09:00,,20.0,0.0,85.0,3.0,,,24.0,,-0.8,48.0,-0.8,-999.0,1.2
2025-09-05 05:00:00+09:00,,20.0,0.0,90.0,3.0,,,24.0,,-0.7,45.0,-0.8,-999.0,1.1
2025-09-05 06:00:00+09:00,,20.0,0.0,90.0,3.0,,23.0,24.0,,-0.7,49.0,-0.7,-999.0,1.1
2025-09-05 07:00:00+09:00,,20.0,0.0,90.0,3.0,,,25.0,,-1.1,56.0,-0.8,-999.0,1.4
2025-09-05 08:00:00+09:00,,20.0,0.0,70.0,3.0,,,26.0,,-1.8,70.0,-0.7,-999.0,2.0
2025-09-05 09:00:00+09:00,,20.0,0.0,65.0,3.0,,,28.0,,-1.8,81.0,-0.3,-999.0,1.9
2025-09-05 10:00:00+09:00,,20.0,0.0,55.0,3.0,,,29.0,,-1.4,75.0,-0.4,-999.0,1.6
2025-09-05 11:00:00+09:00,,20.0,0.0,45.0,3.0,,,30.0,,-1.2,69.0,-0.5,-999.0,1.4
2025-09-05 12:00:00+09:00,,20.0,0.0,45.0,3.0,,,31.0,,-0.9,79.0,-0.2,-999.0,1.0
2025-09-05 13:00:00+09:00,,20.0,0.0,40.0,3.0,,,32.0,,0.0,135.0,0.1,-999.0,0.1
2025-09-05 14:00:00+09:00,,20.0,0.0,45.0,3.0,,,32.0,,0.9,252.0,0.3,-999.0,0.9
2025-09-05 15:00:00+09:00,,20.0,0.0,45.0,3.0,,,32.0,34.0,1.9,258.0,0.4,-999.0,1.9
2025-09-05 16:00:00+09:00,,20.0,0.0,45.0,3.0,,,32.0,,2.7,268.0,0.1,-999.0,2.7
2025-09-05 17:00:00+09:00,,20.0,0.0,55.0,3.0,,,32.0,,2.9,272.0,-0.1,-999.0,2.9
2025-09-05 18:00:00+09:00,,20.0,0.0,60.0,3.0,,,31.0,,2.4,272.0,-0.1,-999.0,2.4
2025-09-05 19:00:00+09:00,,20.0,0.0,70.0,3.0,,,30.0,,1.7,267.0,0.1,-999.0,1.7
2025-09-05 20:00:00+09:00,,0.0,0.0,75.0,1.0,,,29.0,,1.1,270.0,0.0,-999.0,1.1
2025-09-05 21:00:00+09:00,,0.0,0.0,75.0,1.0,,,28.0,,0.5,292.0,-0.2,-999.0,0.5
2025-09-05 22:00:00+09:00,,0.0,0.0,80.0,1.0,,,28.0,,0.1,333.0,-0.2,-999.0,0.2
2025-09-05 23:00:00+09:00,,20.0,0.0,85.0,3.0,,,27.0,,-0.2,143.0,0.4,-999.0,0.5
2025-09-06 00:00:00+09:00,,20.0,0.0,85.0,3.0,,,27.0,,0.0,180.0,0.7,-999.0,0.7
2025-09-06 03:00:00+09:00,0.0,30.0,0.0,85.0,4.0,0.0,,26.0,,-0.2,167.0,1.3,-999.0,1.0
2025-09-06 06:00:00+09:00,0.0,30.0,0.0,95.0,4.0,0.0,25.0,26.0,,-0.7,155.0,1.7,-999.0,1.0
2025-09-06 09:00:00+09:00,0.0,30.0,0.0,90.0,4.0,0.0,,27.0,,0.0,180.0,3.6,-999.0,1.0
2025-09-06 12:00:00+09:00,1.0,60.0,1.0,80.0,4.0,0.0,,29.0,,2.5,214.0,3.7,-999.0,2.0
2025-09-06 15:00:00+09:00,2.0,60.0,1.0,75.0,4.0,0.0,,30.0,30.0,4.2,233.0,3.2,-999.0,2.0
2025-09-06 18:00:00+09:00,2.0,62.0,1.0,85.0,4.0,0.0,,28.0,,1.9,222.0,2.1,-999.0,2.0
2025-09-06 21:00:00+09:00,2.0,60.0,1.0,95.0,4.0,0.0,,27.0,,2.4,282.0,-0.5,-999.0,1.0
2025-09-07 00:00:00+09:00,1.0,60.0,1.0,90.0,4.0,0.0,,25.0,,1.4,311.0,-1.2,-999.0,1.0
