dt,PCP,POP,PTY,REH,SKY,SNO,TMN,TMP,TMX,UUU,VEC,VVV,WAV,WSD
2025-09-03 12:00:00+09:00,,0.0,0.0,45.0,1.0,,,31.0,,-1.8,102.0,0.4,-999.0,1.9
2025-09-03 13:00:00+09:00,,0.0,0.0,40.0,1.0,,,32.0,,-1.4,118.0,0.8,-999.0,1.7
2025-09-03 14:00:00+09:00,,0.0,0.0,45.0,1.0,,,32.0,,-0.7,141.0,1.0,-999.0,1.3
2025-09-03 15:00:00+09:00,,0.0,0.0,45.0,1.0,,,32.0,33.0,0.0,174.0,0.9,-999.0,0.9
2025-09-03 16:00:00+09:00,,0.0,0.0,45.0,1.0,,,32.0,,0.3,207.0,0.6,-999.0,0.7
2025-09-03 17:00:00+09:00,,0.0,0.0,50.0,1.0,,,32.0,,0.5,248.0,0.2,-999.0,0.5
2025-09-03 18:00:00+09:00,,20.0,0.0,55.0,3.0,,,31.0,,0.3,288.0,-0.1,-999.0,0.3
2025-09-03 19:00:00+09:00,,30.0,0.0,75.0,4.0,,,29.0,,0.0,90.0,0.0,-999.0,0.1
2025-09-03 20:00:00+09:00,,30.0,0.0,75.0,4.0,,,28.0,,-0.3,76.0,-0.1,-999.0,0.4
2025-09-03 21:00:00+09:00,,30.0,0.0,80.0,4.0,,,28.0,,-0.8,72.0,-0.3,-999.0,0.9
2025-09-03 22:00:00+09:00,,30.0,0.0,80.0,4.0,,,27.0,,-1.7,99.0,0.3,-999.0,1.8
2025-09-03 23:00:00+09:00,,30.0,0.0,90.0,4.0,,,27.0,,-2.0,98.0,0.3,-999.0,2.1
2025-09-04 00:00:00+09:00,,30.0,0.0,90.0,4.0,,,26.0,,-1.6,112.0,0.7,-999.0,1.8
2025-09-04 01:00:00+09:00,,30.0,0.0,95.0,4.0,,,26.0,,-1.9,104.0,0.5,-999.0,2.1
2025-09-04 02:00:00+09:00,,30.0,0.0,95.0,4.0,,,25.0,,-2.0,101.0,0.4,-999.0,2.1
2025-09-04 03:00:00+09:00,,60.0,1.0,95.0,4.0,,,25.0,,-2.0,98.0,0.3,-999.0,2.1
2025-09-04 04:00:00+09:00,,60.0,1.0,95.0,4.0,,,25.0,,-1.9,90.0,0.0,-999.0,2.0
2025-09-04 05:00:00+09:00,,60.0,1.0,95.0,4.0,,,24.0,,-1.5,73.0,-0.5,-999.0,1.7
2025-09-04 06:00:00+09:00,,60.0,1.0,95.0,4.0,,24.0,24.0,,-1.8,84.0,-0.2,-999.0,1.9
2025-09-04 07:00:00+09:00,,60.0,1.0,100.0,4.0,,,24.0,,-1.5,73.0,-0.5,-999.0,1.7
2025-09-04 08:00:00+09:00,,60.0,1.0,95.0,4.0,,,24.0,,-1.4,86.0,-0.1,-999.0,1.5
2025-09-04 09:00:00+09:00,,30.0,0.0,90.0,4.0,,,24.0,,-1.3,98.0,0.2,-999.0,1.4
2025-09-04 10:00:00+09:00,,60.0,1.0,85.0,4.0,,,25.0,,-1.0,58.0,-0.7,-999.0,1.3
2025-09-04 11:00:00+09:00,,30.0,0.0,85.0,4.0,,,25.0,,-0.9,45.0,-1.0,-999.0,1.4
2025-09-04 12:00:00+09:00,,30.0,0.0,75.0,4.0,,,26.0,,-0.5,34.0,-0.9,-999.0,1.1
2025-09-04 13:00:00+09:00,,30.0,0.0,70.0,4.0,,,27.0,,0.0,5.0,-1.1,-999.0,1.1
2025-09-04 14:00:00+09:00,,30.0,0.0,60.0,4.0,,,27.0,,-0.9,38.0,-1.3,-999.0,1.6
2025-09-04 15:00:00+09:00,,20.0,0.0,60.0,3.0,,,28.0,29.0,-1.2,39.0,-1.6,-999.0,2.1
2025-09-04 16:00:00+09:00,,20.0,0.0,60.0,3.0,,,28.0,,-1.3,36.0,-1.9,-999.0,2.4
2025-09-04 17:00:00+09:00,,20.0,0.0,55.0,3.0,,,28.0,,-1.8,56.0,-1.3,-999.0,2.3
