dt,PCP,POP,PTY,REH,SKY,SNO,TMN,TMP,TMX,UUU,VEC,VVV,WAV,WSD
2025-09-03 12:00:00+09:00,,0.0,0.0,45.0,1.0,,,30.0,,-2.2,109.0,0.8,-999.0,2.4
2025-09-03 13:00:00+09:00,,0.0,0.0,40.0,1.0,,,31.0,,-2.1,114.0,1.0,-999.0,2.4
2025-09-03 14:00:00+09:00,,0.0,0.0,40.0,1.0,,,31.0,,-1.8,120.0,1.1,-999.0,2.2
2025-09-03 15:00:00+09:00,,0.0,0.0,40.0,1.0,,,31.0,33.0,-1.6,120.0,1.0,-999.0,2.0
2025-09-03 16:00:00+09:00,,0.0,0.0,40.0,1.0,,,31.0,,-1.6,115.0,0.8,-999.0,1.9
2025-09-03 17:00:00+09:00,,0.0,0.0,40.0,1.0,,,30.0,,-1.7,108.0,0.6,-999.0,1.9
2025-09-03 18:00:00+09:00,,20.0,0.0,50.0,3.0,,,29.0,,-1.3,102.0,0.3,-999.0,1.4
2025-09-03 19:00:00+09:00,,20.0,0.0,60.0,3.0,,,26.0,,-1.1,104.0,0.3,-999.0,1.2
2025-09-03 20:00:00+09:00,,30.0,0.0,65.0,4.0,,,26.0,,-1.0,95.0,0.1,-999.0,1.1
2025-09-03 21:00:00+09:00,,30.0,0.0,70.0,4.0,,,25.0,,-1.4,86.0,-0.1,-999.0,1.5
2025-09-03 22:00:00+09:00,,30.0,0.0,70.0,4.0,,,25.0,,-1.9,96.0,0.2,-999.0,2.0
2025-09-03 23:00:00+09:00,,30.0,0.0,80.0,4.0,,,25.0,,-1.9,107.0,0.6,-999.0,2.1
2025-09-04 00:00:00+09:00,,30.0,0.0,85.0,4.0,,,25.0,,-1.6,109.0,0.6,-999.0,1.8
2025-09-04 01:00:00+09:00,,30.0,0.0,85.0,4.0,,,25.0,,-1.9,101.0,0.4,-999.0,2.0
2025-09-04 02:00:00+09:00,,30.0,0.0,80.0,4.0,,,24.0,,-1.9,101.0,0.4,-999.0,2.0
2025-09-04 03:00:00+09:00,,60.0,1.0,85.0,4.0,,,24.0,,-2.0,98.0,0.3,-999.0,2.1
2025-09-04 04:00:00+09:00,,60.0,1.0,85.0,4.0,,,23.0,,-1.7,93.0,0.1,-999.0,1.8
2025-09-04 05:00:00+09:00,,60.0,1.0,85.0,4.0,,,23.0,,-1.3,74.0,-0.4,-999.0,1.5
2025-09-04 06:00:00+09:00,,60.0,1.0,90.0,4.0,,23.0,23.0,,-1.5,79.0,-0.3,-999.0,1.6
2025-09-04 07:00:00+09:00,,60.0,1.0,90.0,4.0,,,23.0,,-1.2,65.0,-0.6,-999.0,1.4
2025-09-04 08:00:00+09:00,,30.0,0.0,80.0,4.0,,,24.0,,-1.5,83.0,-0.2,-999.0,1.6
2025-09-04 09:00:00+09:00,,60.0,1.0,75.0,4.0,,,24.0,,-1.7,93.0,0.1,-999.0,1.8
2025-09-04 10:00:00+09:00,,60.0,1.0,75.0,4.0,,,24.0,,-0.8,72.0,-0.3,-999.0,0.9
2025-09-04 11:00:00+09:00,,30.0,0.0,75.0,4.0,,,24.0,,-0.7,53.0,-0.6,-999.0,1.0
2025-09-04 12:00:00+09:00,,30.0,0.0,70.0,4.0,,,25.0,,-0.9,59.0,-0.6,-999.0,1.2
2025-09-04 13:00:00+09:00,,30.0,0.0,65.0,4.0,,,26.0,,-0.5,37.0,-0.8,-999.0,1.0
2025-09-04 14:00:00+09:00,,30.0,0.0,60.0,4.0,,,26.0,,-1.1,56.0,-0.8,-999.0,1.4
2025-09-04 15:00:00+09:00,,20.0,0.0,55.0,3.0,,,27.0,29.0,-1.5,53.0,-1.2,-999.0,2.0
