dt,PCP,POP,PTY,REH,SKY,SNO,TMN,TMP,TMX,UUU,VEC,VVV,WAV,WSD
2025-08-30 15:00:00+09:00,,0.0,0.0,80.0,1.0,,,31.0,,3.7,247.0,1.6,-999.0,4.0
2025-08-30 16:00:00+09:00,,0.0,0.0,75.0,1.0,,,31.0,,3.5,242.0,1.9,-999.0,4.0
2025-08-30 17:00:00+09:00,,0.0,0.0,75.0,1.0,,,31.0,,3.4,248.0,1.4,-999.0,3.7
2025-08-30 18:00:00+09:00,,0.0,0.0,80.0,1.0,,,30.0,,2.6,247.0,1.1,-999.0,2.8
2025-08-30 19:00:00+09:00,,0.0,0.0,85.0,1.0,,,29.0,,1.5,255.0,0.4,-999.0,1.6
2025-08-30 20:00:00+09:00,,20.0,0.0,85.0,3.0,,,28.0,,0.8,263.0,0.1,-999.0,0.8
2025-08-30 21:00:00+09:00,,20.0,0.0,90.0,3.0,,,28.0,,0.5,248.0,0.2,-999.0,0.5
2025-08-30 22:00:00+09:00,,20.0,0.0,90.0,3.0,,,27.0,,0.3,207.0,0.6,-999.0,0.7
2025-08-30 23:00:00+09:00,,30.0,0.0,90.0,4.0,,,27.0,,0.2,193.0,0.9,-999.0,0.9
2025-08-31 00:00:00+09:00,,30.0,0.0,90.0,4.0,,,27.0,,0.0,180.0,0.9,-999.0,0.9
2025-08-31 01:00:00+09:00,,30.0,0.0,95.0,4.0,,,25.0,,-0.1,167.0,0.9,-999.0,0.9
2025-08-31 02:00:00+09:00,,30.0,0.0,95.0,4.0,,,25.0,,-0.2,159.0,0.8,-999.0,0.9
2025-08-31 03:00:00+09:00,,30.0,0.0,95.0,4.0,,,25.0,,-0.6,135.0,0.7,-999.0,1.0
2025-08-31 04:00:00+09:00,,30.0,0.0,95.0,4.0,,,25.0,,-0.9,138.0,1.1,-999.0,1.5
2025-08-31 05:00:00+09:00,,30.0,0.0,95.0,4.0,,,25.0,,-0.7,152.0,1.5,-999.0,1.7
2025-08-31 06:00:00+09:00,,30.0,0.0,95.0,4.0,,25.0,25.0,,-0.7,150.0,1.4,-999.0,1.6
2025-08-31 07:00:00+09:00,,30.0,0.0,90.0,4.0,,,26.0,,-0.4,164.0,1.8,-999.0,1.9
2025-08-31 08:00:00+09:00,,30.0,0.0,85.0,4.0,,,27.0,,0.0,180.0,2.5,-999.0,2.5
2025-08-31 09:00:00+09:00,,30.0,0.0,80.0,4.0,,,28.0,,0.1,182.0,3.0,-999.0,3.0
2025-08-31 10:00:00+09:00,,30.0,0.0,75.0,4.0,,,29.0,,0.5,189.0,3.1,-999.0,3.1
2025-08-31 11:00:00+09:00,,30.0,0.0,70.0,4.0,,,30.0,,1.5,205.0,3.2,-999.0,3.5
2025-08-31 12:00:00+09:00,,60.0,4.0,70.0,4.0,,,30.0,,2.4,219.0,3.0,-999.0,3.8
2025-08-31 13:00:00+09:00,,30.0,0.0,70.0,4.0,,,30.0,,3.0,228.0,2.7,-999.0,4.0
2025-08-31 14:00:00+09:00,,60.0,4.0,70.0,4.0,,,30.0,,3.2,232.0,2.5,-999.0,4.1
2025-08-31 15:00:00+09:00,,20.0,0.0,75.0,3.0,,,30.0,31.0,3.5,238.0,2.2,-999.0,4.1
2025-08-31 16:00:00+09:00,,60.0,4.0,75.0,3.0,,,30.0,,2.8,239.0,1.7,-999.0,3.3
2025-08-31 17:00:00+09:00,,60.0,4.0,75.0,3.0,,,30.0,,1.6,231.0,1.3,-999.0,2.1
2025-08-31 18:00:00+09:00,,20.0,0.0,80.0,3.0,,,29.0,,0.2,189.0,1.2,-999.0,1.2
2025-08-31 19:00:00+09:00,,0.0,0.0,85.0,1.0,,,28.0,,0.0,180.0,1.2,-999.0,1.2
2025-08-31 20:00:00+09:00,,60.0,1.0,85.0,4.0,,,27.0,,0.2,189.0,1.3,-999.0,1.3
2025-08-31 21:00:00+09:00,,60.0,1.0,85.0,4.0,,,27.0,,0.1,184.0,1.4,-999.0,1.4
2025-08-31 22:00:00+09:00,,60.0,1.0,90.0,4.0,,,27.0,,0.5,198.0,1.5,-999.0,1.6
2025-08-31 23:00:00+09:00,,30.0,0.0,90.0,4.0,,,26.0,,0.5,198.0,1.5,-999.0,1.6
2025-09-01 00:00:00+09:00,,60.0,1.0,90.0,4.0,,,26.0,,0.3,191.0,1.6,-999.0,1.6
2025-09-01 01:00:00+09:00,,60.0,1.0,90.0,4.0,,,26.0,,0.0,177.0,2.0,-999.0,2.0
2025-09-01 02:00:00+09:00,,60.0,1.0,90.0,4.0,,,26.0,,0.0,180.0,1.7,-999.0,1.7
2025-09-01 03:00:00+09:00,,60.0,1.0,90.0,4.0,,,26.0,,0.2,187.0,1.6,-999.0,1.6
2025-09-01 04:00:00+09:00,,60.0,1.0,90.0,4.0,,,26.0,,0.2,186.0,2.0,-999.0,2.0
2025-09-01 05:00:00+09:00,,60.0,1.0,90.0,4.0,,,26.0,,-0.2,172.0,2.1,-999.0,2.1
2025-09-01 06:00:00+09:00,,60.0,1.0,90.0,4.0,,23.0,26.0,,-0.3,172.0,2.7,-999.0,2.7
2025-09-01 07:00:00+09:00,,60.0,1.0,90.0,4.0,,,26.0,,0.0,178.0,2.9,-999.0,2.9
2025-09-01 08:00:00+09:00,,60.0,1.0,95.0,4.0,,,26.0,,-0.1,176.0,3.2,-999.0,3.2
2025-09-01 09:00:00+09:00,,60.0,1.0,90.0,4.0,,,26.0,,0.4,187.0,3.2,-999.0,3.2
2025-09-01 10:00:00+09:00,,60.0,1.0,90.0,4.0,,,26.0,,1.3,200.0,3.5,-999.0,3.7
2025-09-01 11:00:00+09:00,,60.0,1.0,90.0,4.0,,,27.0,,1.4,201.0,3.6,-999.0,3.9
2025-09-01 12:00:00+09:00,,60.0,1.0,90.0,4.0,,,27.0,,1.8,204.0,4.0,-999.0,4.4
2025-09-01 13:00:00+09:00,,64.0,1.0,90.0,4.0,,,27.0,,4.1,222.0,4.5,-999.0,6.1
2025-09-01 14:00:00+09:00,,61.0,1.0,80.0,4.0,,,29.0,,2.4,232.0,1.9,-999.0,3.1
2025-09-01 15:00:00+09:00,,60.0,1.0,80.0,4.0,,,28.0,31.0,2.1,225.0,2.1,-999.0,3.0
2025-09-01 16:00:00+09:00,,60.0,1.0,75.0,4.0,,,29.0,,2.5,229.0,2.2,-999.0,3.3
2025-09-01 17:00:00+09:00,,60.0,1.0,75.0,4.0,,,29.0,,2.7,235.0,1.9,-999.0,3.3
2025-09-01 18:00:00+09:00,,60.0,1.0,75.0,4.0,,,28.0,,2.5,243.0,1.3,-999.0,2.8
2025-09-01 19:00:00+09:00,,30.0,0.0,80.0,4.0,,,27.0,,1.7,245.0,0.8,-999.0,1.9
2025-09-01 20:00:00+09:00,,30.0,0.0,85.0,4.0,,,26.0,,1.2,240.0,0.7,-999.0,1.4
2025-09-01 21:00:00+09:00,,30.0,0.0,90.0,4.0,,,25.0,,0.6,217.0,0.8,-999.0,1.0
